Date,Question,Comment,Purpose,Customer focused,Innovation ,One team,Empowered/Development/ (Potential),Diversity & Well-Being,Score,Group,Driver/Value
2024-05-01 00:00:00,My coworkers are committed to doing quality work.,My coworkers are always committed to do quality work.,0,0,0,1,0,0,10,Engagement,Peer Relationships
2024-05-02 00:00:00,My coworkers welcome opinions different from their own.,I am asked about my opinions. And people seem to go into healthy debates now and again,0,0,0,0,0,1,10,Engagement,Freedom of Opinion
2024-04-03 00:00:00,My coworkers welcome opinions different from their own.,"In general, when people clash minds there will always be a back-and-forth dynamic which is a good thing. But at times some ideas might take longer than others to get across or implement.",0,0,0,1,0,1,8,Engagement,Freedom of Opinions
2024-04-08 00:00:00,My coworkers welcome opinions different from their own.,"I absolutely am super proud of my wider team and I would like to cheer for the hard work they have all put it to build the Cam pipeline for Kits and Reagents especially Jinq-May, Anna, Yin, Ben, Chiara, Barbara, Tom, Shilpi and Simon for their dedication , hard work and agility. And Jayne for supporting us as best possible under tight resource constraints.  Well done everyone and thank you for being a great bunch of coworkers and friends. More success to us all and Im hopeful when Im back from Mat leave we will have more successes to celebrate together as a team!",0,0,0,1,0,0,10,Engagement,Freedom of Opinions
2024-04-03 00:00:00,My coworkers welcome opinions different from their own.,Well explained reasoning is the way forward.,0,1,1,0,0,0,8,Engagement,Freedom of Opinions
2024-04-04 00:00:00,My coworkers welcome opinions different from their own.,"I think that is true, I believe it is always important to listen to others and I feel within my team we do this to ensure that everyone achieves the end goal.",0,0,0,1,0,1,9,Engagement,Freedom of Opinions
2024-04-04 00:00:00,My job enables me to learn and develop new skills.,I feel I have grown more professionally across my year and a bit with abcam than I have done in any of the other manager roles I have been in previously. Ben Cam Logistics,0,0,0,0,1,0,10,Engagement,Growth
2024-04-04 00:00:00,My job enables me to learn and develop new skills.,"I feel as if things have plateaued in learning and developing new skills. But this isn't necessarily because the job is at fault, but more so because it is an entry level position",0,0,0,0,1,0,5,Engagement,Growth
2024-04-10 00:00:00,My job enables me to learn and develop new skills.,"I feel like I am able to grow as a QC tester, but feel like I may be able to grow a bit more in a less QC-specific way (learning how to be a good leader, grow professionally, and things like that)",0,0,0,0,1,0,8,Engagement,Growth
2024-04-03 00:00:00,My job enables me to learn and develop new skills.,"Excited to have a development conversation to discuss things like DBS, continuous improvements and new systems on the horizon with OPRO!",0,0,0,0,1,0,10,Engagement,Growth
2024-05-01 00:00:00,My job enables me to learn and develop new skills.,"Development time can feel limited/is considered a lower priority. Sense of urgency with lots of other high priority actions can take over. Now learning the DBS way will also impact on time available to pursue development and learning, as DBS will be a priority.",0,0,0,0,1,0,9,Engagement,Growth
2024-04-03 00:00:00,My manager cares about my opinions.,"Hannah is able to support me professionally and personally, even when I feel like I'm asking a repeat question or need help with something simple. She is incredibly open to group synergy and teamwork to get the job done.",0,0,0,0,1,1,10,Engagement,Freedom of Opinions
2024-05-02 00:00:00,My manager cares about my opinions.,My manager is very good at listening and helping us grow and learn new things. S,0,0,0,0,0,1,10,Engagement,Freedom of Opinion
2024-04-09 00:00:00,My manager cares about my opinions.,"Not sure what to think with the changing of managers and everything, but I'm hoping my opinions will be cared about.",0,0,0,0,0,1,8,Engagement,Freedom of Opinions
2024-05-10 00:00:00,My manager cares about my opinions.,"My manager is amazing person, I am really appreciate him.",0,0,0,0,0,1,10,Engagement,Freedom of Opinion
2024-04-04 00:00:00,My manager cares about my opinions.,every time i have an opinion on something whether it is bad or good my manager will take it in and help resolve the issue or hear out my idea,0,0,0,0,0,1,10,Engagement,Freedom of Opinions
2024-05-03 00:00:00,My manager cares about my opinions.,My manager has always listened to my opinions and backs my decisions.,0,0,0,0,0,1,9,Engagement,Freedom of Opinion
2024-04-09 00:00:00,My manager communicates openly and honestly with me.,"Communication time is very limited due to time zone. Initially I was going over to meet my manager and team (for the first in person meeting) next week to strategize and plan our teams' direction and also to bond as a team. I do feel left out as I am the only team member outside of the team's time zone and was looking forward to finally connect in person and properly plan (it's easier to brainstorm in person) our team goals particularly those related to technology changes related to Flurry and Knowledge Management. I was also planning to meet up with the Flurry technology changes leads to understand how I can better support the leaders and affected stakeholders. However, this trip had to be cancelled last minute due to revenue challenges. This is a great pity.",0,0,0,1,0,1,7,Engagement,Management Support
2024-04-05 00:00:00,My manager communicates openly and honestly with me.,I am grateful to JC that he continues to communicate honestly with me.,0,0,0,0,1,1,10,Engagement,Management Support
2024-04-08 00:00:00,My manager communicates openly and honestly with me.,"Yes, Sarah is very open, the 1:1s are helpful and I'm happy to discuss any issues I have with her.",0,0,0,0,1,1,10,Engagement,Management Support
2024-05-01 00:00:00,My manager communicates openly and honestly with me.,"Emma is a fantastic manager. There's no topic I feel uncomfortable discussing with her,. What's more, she's a pro-active communicator, always keeping us informed of team, strategy, and other updates . This leaves me feeling clear and connected, stimulated and motivated.",0,0,0,0,1,0,10,Engagement,Management Support
2024-04-08 00:00:00,My manager communicates openly and honestly with me.,I'm not always sure why I've been asked to do what's requested of me or there's an assumption that I'm privy to information or background that I don't know anything about,0,0,0,0,1,0,8,Engagement,Management Support
2024-05-01 00:00:00,My manager communicates openly and honestly with me.,My manager is very transparent and I am really happy with our working relationship. We talk every day.,0,0,0,0,1,1,10,Engagement,Management Support
2024-04-03 00:00:00,My manager provides me with the support I need to complete my work.,Schuyler is great but there is a lot about Core logistics that he doesn't really know / feel comfortable with. It's not his fault but it makes it hard to ask for help.,0,0,0,0,1,0,6,Engagement,Management Support
2024-04-04 00:00:00,My manager provides me with the support I need to complete my work.,"where I'm not clear on requirements, incl what Markus needs from me, he and others are willing to clarify when I ask",0,0,0,0,1,0,8,Engagement,Management Support
2024-05-07 00:00:00,My manager provides me with the support that I need to complete my work.,My boss gives me a fair amount of autonomy. But is available when needed.,0,0,0,0,1,0,8,Engagement,Management Support
2024-05-09 00:00:00,My manager provides me with the support that I need to complete my work.,He is really supportive. Thanks Kevin!,0,0,0,0,1,0,9,Engagement,Management Support
2024-05-10 00:00:00,My manager provides me with the support that I need to complete my work.,"We don't have a manager on our team.  Sometime,  I find it hard to get the support or information needed to complete my work.",0,0,0,0,1,0,3,Engagement,Management Support
